sim_time,t,geom1,geom2,body1,body2,distance,normal_force,is_foot_ground,is_nonfoot_ground,is_self_collision
0.001,-13.769379783,floor,geom_41,world,right_ankle_roll_link,-9.540979117872439e-18,50.76165920363306,1,0,0
0.02000000000000001,-13.750379783,floor,geom_39,world,right_ankle_roll_link,-0.0001386805136363951,48.5118515787787,1,0,0
0.02000000000000001,-13.750379783,floor,geom_41,world,right_ankle_roll_link,-0.0002759860751656252,131.9522442019442,1,0,0
0.04000000000000003,-13.730379783,floor,geom_15,world,left_ankle_roll_link,-0.0007876894113559114,52.159194636491165,1,0,0
0.04000000000000003,-13.730379783,floor,geom_16,world,left_ankle_roll_link,-0.0014902230367553155,115.5107756440905,1,0,0
0.04000000000000003,-13.730379783,floor,geom_17,world,left_ankle_roll_link,-9.038210507964894e-05,3.3223012427994085,1,0,0
0.04000000000000003,-13.730379783,floor,geom_18,world,left_ankle_roll_link,-0.0011415693836171843,90.50045824174128,1,0,0
0.04000000000000003,-13.730379783,floor,geom_39,world,right_ankle_roll_link,-0.00040238341532448495,85.80267451495071,1,0,0
0.04000000000000003,-13.730379783,floor,geom_40,world,right_ankle_roll_link,-0.00017343521803072758,41.01341437779865,1,0,0
0.04000000000000003,-13.730379783,floor,geom_41,world,right_ankle_roll_link,-0.0007100100594455245,117.37889870155418,1,0,0
0.060000000000000046,-13.710379782999999,floor,geom_15,world,left_ankle_roll_link,-0.0007624144845281384,56.07801354876341,1,0,0
0.060000000000000046,-13.710379782999999,floor,geom_16,world,left_ankle_roll_link,-0.0013063027818504226,96.46657044157615,1,0,0
0.060000000000000046,-13.710379782999999,floor,geom_17,world,left_ankle_roll_link,-0.0003383596689994729,9.160628409439573,1,0,0
0.060000000000000046,-13.710379782999999,floor,geom_18,world,left_ankle_roll_link,-0.0010942753740860829,74.32058279976299,1,0,0
0.060000000000000046,-13.710379782999999,floor,geom_39,world,right_ankle_roll_link,-0.0005788694457515382,87.2371387376104,1,0,0
0.060000000000000046,-13.710379782999999,floor,geom_40,world,right_ankle_roll_link,-0.00038808779068130305,42.7291336130326,1,0,0
0.060000000000000046,-13.710379782999999,floor,geom_41,world,right_ankle_roll_link,-0.0007739487363905102,96.67977571299032,1,0,0
0.08000000000000006,-13.690379783,floor,geom_15,world,left_ankle_roll_link,-0.0005711843180452132,53.00709795855279,1,0,0
0.08000000000000006,-13.690379783,floor,geom_16,world,left_ankle_roll_link,-0.0009456501980586547,83.9627690907008,1,0,0
0.08000000000000006,-13.690379783,floor,geom_17,world,left_ankle_roll_link,-0.00025001202653988485,20.55867941910661,1,0,0
0.08000000000000006,-13.690379783,floor,geom_18,world,left_ankle_roll_link,-0.0007850640523060044,61.178048160426115,1,0,0
0.08000000000000006,-13.690379783,floor,geom_38,world,right_ankle_roll_link,-0.00020360982434669116,36.43383628224983,1,0,0
0.08000000000000006,-13.690379783,floor,geom_39,world,right_ankle_roll_link,-0.0005714761193700386,55.64243176858815,1,0,0
0.08000000000000006,-13.690379783,floor,geom_40,world,right_ankle_roll_link,-0.00042547442418426184,54.434362396073666,1,0,0
0.08000000000000006,-13.690379783,floor,geom_41,world,right_ankle_roll_link,-0.0006824084192888309,72.48865975498958,1,0,0
0.10000000000000007,-13.670379783,floor,geom_15,world,left_ankle_roll_link,-0.00048183399136495896,60.03538105206667,1,0,0
0.10000000000000007,-13.670379783,floor,geom_16,world,left_ankle_roll_link,-0.000695394198848477,67.3654163699959,1,0,0
