sim_time,t,base_x,base_y,base_z,base_roll_rad,base_pitch_rad,base_yaw_rad,com_x,com_y,com_z,com_support_margin_m,raw_pitch_feedback_nm,applied_pitch_feedback_nm,raw_roll_feedback_nm,applied_roll_feedback_nm,left_pelvis_hip_distance_m,right_pelvis_hip_distance_m,left_pelvis_hip_contact,right_pelvis_hip_contact,self_collision_contact_count,nonfoot_ground_contact_count,left_foot_contact,right_foot_contact,left_foot_slip_m,right_foot_slip_m,max_contact_penetration_m,minimum_joint_margin_rad,minimum_actuator_margin
0.001,-4.999,0.0,0.0,0.6636883990384522,0.0,-0.0,0.0,0.014289678232506067,-0.00023491882644464265,0.7027931478407976,0.08988087863261039,0.0,0.0,-0.0,0.0,0.0015233686278937277,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.04642198117969982,0.899510033301736
0.02000000000000001,-4.98,3.9868202810418137e-05,-0.00022752531937713847,0.6623299167290633,-0.0029041211145189945,0.0002612220029140463,0.00039573810688651166,0.014368420264170756,-0.00020237026695473415,0.70137289697658,0.09060893340536544,0.0,0.0,0.0,0.0,0.0017015614411989904,0.001866579904926644,0,0,0,0,0,1,0.0008076135159789041,0.0007378293657979723,0.0004566753220152332,0.04644774558982329,0.7786445102879229
0.04000000000000003,-4.96,0.0004165985383435256,-0.0006895882830486408,0.6589368982594418,-0.010107340532499842,-0.0009662057364043353,0.0031632790899992435,0.014809859278450844,-3.6269892032450382e-06,0.6979643358360641,0.09169048369725896,-0.0,0.0,0.0,0.0,0.0020615583546830683,0.0014358474292962811,0,0,0,0,1,1,0.002417495077726018,0.0023229896812935404,0.0017187264098024136,0.04653053985355966,0.6447840530335249
0.060000000000000046,-4.94,0.0018171657529715655,-0.0005499658513861032,0.6560037749071047,-0.011876046461925789,-0.006656990203193217,0.005551442387724724,0.015920080172895916,0.00040881960038343946,0.6951406846155372,0.09291360411057784,-0.0,0.0,0.0,0.0,0.002098820249956996,0.0013215683169374404,0,0,0,0,1,1,0.0047563750928018966,0.0043750136889610025,0.002115646876039097,0.04663062783080951,0.6248491987879405
0.08000000000000006,-4.92,0.004016636046318826,-0.00020149515780832863,0.654072785485734,-0.01248653227408484,-0.012321346395864009,0.006575349458879011,0.01735266667622667,0.0008799575399258048,0.6933000416436881,0.09340979444531619,-0.0,0.0,0.0,0.0,0.002085602130592263,0.0012911637051588865,0,0,0,0,1,1,0.006676808390108967,0.005759461619788255,0.0013827130886365597,0.046423949306244494,0.7172024496224982
0.10000000000000007,-4.9,0.0063100828979990265,5.9525525613875426e-05,0.6531906679614978,-0.014914390674589996,-0.015630124572374983,0.006444970713807376,0.018752991839099273,0.0013914580290259697,0.6924484872268765,0.09328652447836798,-0.0,0.0,0.0,0.0,0.0021875850684739055,0.001173612035193323,0,0,0,0,1,1,0.007950581863327281,0.0059513565935504715,0.0009380603499416175,0.04625002035749705,0.8026401569651243
0.12000000000000009,-4.88,0.00829340611066737,0.00043199344421709614,0.6529412352098606,-0.0165952488887118,-0.016645150944923914,0.006265675014932679,0.01999742846245165,0.0019622444784970178,0.6921858147022992,0.09251555452296631,-0.0,0.0,0.0,0.0,0.0022406613676615437,0.0,0,0,0,0,1,1,0.008426707836678838,0.005884540094862641,0.000664749275122496,0.04623187056422434,0.8552073597779177
0.1400000000000001,-4.86,0.00985948824349598,0.0009129664021170196,0.6529746696663337,-0.01721247209842256,-0.01632285001605785,0.006308107922959987,0.02106591136338003,0.0025516972826354085,0.6921864100703273,0.09149093232903566,0.0,0.0,0.0,0.0,0.0022291436620622907,0.0011203413060924723,0,0,0,0,1,1,0.008472327038950138,0.005824258984822745,0.0005017842266814105,0.046236362122481466,0.8683740942326987
0.16000000000000011,-4.84,0.011092294009769743,0.0014193402295671414,0.653042244803112,-0.017596832021112445,-0.01545557743774235,0.006387477588273446,0.022019908398580083,0.0031403572008108084,0.692222562943809,0.09051663614504685,0.0,0.0,0.0,0.0,0.0022045485210094124,0.0011446252447522448,0,0,0,0,1,1,0.008452121397909046,0.0057926778512307755,0.0003937703804963123,0.04624139919352731,0.8717681373345832
0.18000000000000013,-4.82,0.012097692192157894,0.0019299658423980594,0.6530887804643697,-0.01797880333397392,-0.014358182834285148,0.006434264202147012,0.02290180926607489,0.0037242392901195146,0.6922448881523028,0.08961801069809301,0.0,0.0,0.0,0.0,0.0021807264798356634,0.0011698308159571568,0,0,0,0,1,1,0.008434558473819647,0.005776489577546585,0.00033287711829587795,0.04624560051965206,0.8722915136110616
0.20000000000000015,-4.8,0.012960877420941173,0.0024467067092463304,0.6531204975587362,-0.018350214408222622,-0.013213533154481517,0.006425638830288058,0.023737375717035505,0.004302616127150321,0.6922573806352902,0.08877377404006496,0.0,0.0,0.0,0.0,0.002157049426348686,0.0011961088646893772,0,0,0,0,1,1,0.008424746354184607,0.005767240050253191,0.0003184740232243617,0.04624933140509854,0.8729889044655048
0.22000000000000017,-4.78,0.013728630751857972,0.0029717075067689325,0.6531466538352493,-0.018702994506765734,-0.011939776312373819,0.0063565597921463905,0.02454425777956803,0.004874887154686141,0.6922673645686342,0.08796285991008429,0.0,0.0,0.0,0.0,0.0021326345694828407,0.00122376088543604,0,0,0,0,1,1,0.008419572598319172,0.005761420688465145,0.00032098735725546567,0.046252477253488314,0.8733086517903103
0.24000000000000019,-4.76,0.014428666465358201,0.0035037361925817387,0.6531733105645459,-0.019053670540445655,-0.010444210479787257,0.006262487949835405,0.025336822929575578,0.005440075111975175,0.6922794531708506,0.08716857453716027,0.0,0.0,0.0,0.0,0.00210740893541007,0.0012518540214010313,0,0,0,0,1,1,0.00841693520534413,0.005757006537511909,0.0003243013565794829,0.04625512951549541,0.8736070261595641
0.2600000000000002,-4.74,0.015092238578024369,0.004043472508253649,0.6532011017398887,-0.01939707829669718,-0.008880990124574889,0.0061901863942292155,0.02612640565505915,0.0059976875622244795,0.6922936353970957,0.08637856697125586,0.0,0.0,0.0,0.0,0.0020803006621394797,0.0012810886258312418,0,0,0,0,1,1,0.008415809348257435,0.005753293578614406,0.0003269411931158912,0.04625760349282111,0.8739338054986665
0.2800000000000002,-4.72,0.015741269812532193,0.004600259721375233,0.653230194742291,-0.01968699423525801,-0.007290258277096138,0.0061782648957183295,0.02692159256276189,0.006550763576481272,0.692309436876193,0.0855836906203586,0.0,0.0,0.0,0.0,0.002047659946691775,0.0013152923783013787,0,0,0,0,1,1,0.008415548311207732,0.005749780005420666,0.000328527435966809,0.04625945777501503,0.8749736578689651
0.3000000000000002,-4.7,0.016392076828987325,0.005184019333335015,0.6532603994415076,-0.01990935543659019,-0.005668179801150191,0.006233608064533708,0.027729790119076624,0.007104698868568688,0.6923261923402685,0.08477602420108504,0.0,0.0,0.0,0.0,0.0020079913656556743,0.0013561827156460301,0,0,0,0,1,1,0.008415517368589963,0.005746355019909019,0.000329480815511078,0.04626013997161863,0.8756392594214919
0.32000000000000023,-4.68,0.017056456676630343,0.0057924625480480114,0.6532897278414539,-0.020107465215993298,-0.004009513038027164,0.00632874402901561,0.028556916892246435,0.007660901549925279,0.6923418854990738,0.08394968818328108,0.0,0.0,0.0,0.0,0.0019643851818973213,0.0014009989043009211,0,0,0,0,1,1,0.008415629857463231,0.005742950293973613,0.0003306622063645832,0.04626047687033309,0.8758005824222967
0.34000000000000025,-4.66,0.017742147486548572,0.006419468100303265,0.6533177971179416,-0.020299157811010934,-0.002305481219012434,0.006431546476663114,0.02940697110801282,0.008217497194159543,0.6923558916256902,0.08310080116606848,0.0,0.0,0.0,0.0,0.001918948546393797,0.0014479841103223483,0,0,0,0,1,1,0.008415950279400737,0.0057394964423697886,0.00033251212271560426,0.04626150471322582,0.8758880717008342
0.36000000000000026,-4.64,0.018455016908227817,0.007058519974442104,0.6533445196070993,-0.02048249622042583,-0.0005527812392143146,0.006526538268540049,0.03028302266916199,0.008771638105940012,0.6923678964079909,0.08222628173271221,0.0,0.0,0.0,0.0,0.0018723900809961905,0.0014965162210001355,0,0,0,0,1,1,0.00841649522666271,0.005735943546798621,0.00033473985843332065,0.046263772294086666,0.8760167892413058
0.3800000000000003,-4.62,0.019200622042520262,0.007701435310557952,0.6533689969276705,-0.020639302373308174,0.0012418619701899888,0.006612152253904011,0.031188012565146115,0.009320525755316937,0.6923768957260832,0.08132319124862578,0.0,0.0,0.0,0.0,0.0018244990142436484,0.0015468229286743447,0,0,0,0,1,1,0.008417294428110149,0.005732212265257569,0.0003367326049674114,0.04626795254132392,0.8762226842743484
0.4000000000000003,-4.6,0.019982083306837466,0.008341636158790187,0.6533914525129326,-0.02077098672110866,0.003085720824931746,0.00669052141126246,0.03212398031312388,0.009862458776347229,0.6923828911360159,0.08038951741686948,0.0,0.0,0.0,0.0,0.0017758238780104145,0.0015982511179084805,0,0,0,0,1,1,0.008418417751633954,0.005728386399423589,0.0003384154663990764,0.04627312733378118,0.8764108074282406
