sim_time,t,joint_name,input_mode,reference_position,target_position,position,velocity,tracking_error_rad,balance_addition_nm,ctrl_nm,ctrl_saturation_fraction,limit_margin_rad
0.001,-4.999,head_yaw_joint,STANDING_TARGET,0.0001437664031982,0.0001437664031982,0.00014376634702568594,-5.617251408054685e-08,5.617251406858301e-11,0.0,-0.0002768473524295074,0.00010647975093442591,0.3489222336529743
0.001,-4.999,left_ankle_pitch_joint,STANDING_TARGET,-0.270456314086914,-0.23197550882432377,-0.2703898639535864,0.0664501333276139,0.03841435512926261,0.0,2.11101792421602,0.058639386783778336,0.5324611360464135
0.001,-4.999,left_ankle_roll_joint,STANDING_TARGET,0.0121755599975585,0.0121755599975585,0.0121755770827501,1.7085191599339418e-05,-1.7085191600027527e-08,0.0,-0.0037728594032313545,0.00015720247513463978,0.2496234229172499
0.001,-4.999,left_elbow_joint,MEASURED_REAL_TRAJECTORY,-1.172232151031494,-1.172232151031494,-1.1722489316531917,-0.01678062169780529,1.678062169774286e-05,0.0,-1.656347481359729,0.06901447838998871,1.1722489316531917
0.001,-4.999,left_hip_pitch_joint,STANDING_TARGET,-0.3268289566040039,-0.2899710669632994,-0.3267907544819053,0.038202122098602354,0.036819687518605926,0.0,0.33878505885656807,0.0028710598208183734,2.2301172455180946
0.001,-4.999,left_hip_roll_joint,STANDING_TARGET,-0.0213799476623535,-0.0213799476623535,-0.021380037490355074,-8.982800157405335e-05,8.98280015752817e-08,0.0,-0.3419808461805971,0.0028981427642423485,0.21423896250964491
0.001,-4.999,left_hip_yaw_joint,STANDING_TARGET,9.584426879882812e-05,9.584426879882812e-05,9.566184976748616e-05,-0.00018241903134195964,1.824190313419661e-07,0.0,0.02608199304039749,0.00022103383932540246,1.6843376618497674
0.001,-4.999,left_knee_joint,STANDING_TARGET,0.5220255851745605,0.41769063712644927,0.5219116927453608,-0.11389242919978879,-0.10422105561891148,0.0,-11.3822602112396,0.09645983229864068,0.5219116927453608
0.001,-4.999,left_shoulder_pitch_joint,MEASURED_REAL_TRAJECTORY,0.3956656455993652,0.3956656455993652,0.3956724416695303,0.006796070165108082,-6.796070165127066e-06,0.0,-0.16555171757020776,0.00459865882139466,1.6376365583304697
0.001,-4.999,left_shoulder_roll_joint,MEASURED_REAL_TRAJECTORY,-0.0146684646606445,-0.0146684646606445,-0.014664694380536294,0.0037702801082064377,-3.7702801082058895e-06,0.0,1.2414859688806352,0.03448572135779542,0.04642230561946371
0.001,-4.999,left_shoulder_yaw_joint,MEASURED_REAL_TRAJECTORY,-0.009490966796875,-0.009490966796875,-0.009490598310795286,0.00036848607971349894,-3.6848607971352865e-07,0.0,0.4995268536921915,0.020813618903841313,2.547417401689205
0.001,-4.999,left_wrist_pitch_joint,MEASURED_REAL_TRAJECTORY,0.0013351440429687,0.0013351440429687,0.0013349664191300646,-0.0001776238386352918,1.7762383863534e-07,0.0,-0.20047912256583172,0.09112687389355986,0.5746240335808699
0.001,-4.999,left_wrist_roll_joint,MEASURED_REAL_TRAJECTORY,-0.0043869018554687,-0.0043869018554687,-0.004386914018103667,-1.2162634966526185e-05,1.2162634966880748e-08,0.0,0.042029980646208,0.01910453665736727,0.7286989140181036
0.001,-4.999,left_wrist_yaw_joint,MEASURED_REAL_TRAJECTORY,0.0062317848205566,0.0062317848205566,0.006231755596924305,-2.9223632294455625e-05,2.9223632294454738e-08,0.0,-0.010424939455212057,0.0004343724773005024,2.5506762444030757
0.001,-4.999,right_ankle_pitch_joint,STANDING_TARGET,-0.3164749145507812,-0.2505623404374831,-0.31637094199457033,0.10397255621088108,0.06580860155708723,0.0,3.617638801137505,0.10048996669826403,0.48648005800542965
0.001,-4.999,right_ankle_roll_joint,STANDING_TARGET,0.0058479309082031,0.0058479309082031,0.005847952917343649,2.2009140549098173e-05,-2.200914054912434e-08,0.0,0.009087903670776054,0.00037866265294900225,0.25595104708265637
0.001,-4.999,right_elbow_joint,MEASURED_REAL_TRAJECTORY,-1.1722326278686523,-1.1722326278686523,-1.172249554780932,-0.0169269122795083,1.6926912279613404e-05,0.0,-1.6414962459457438,0.068395676914406,1.172249554780932
